name,phone,address,website,rating,user_ratings_total
Garanti Emlak Üsküdar,0544 800 99 53,"İcadiye, Yazmacı Sokağı 9a, 34674 Üsküdar/İstanbul, Türkiye",,5,13
REMAX Piramit,(0216) 327 30 35,"Acıbadem, Acıbadem Cd. No:218, 34660 Üsküdar/İstanbul, Türkiye",https://www.remaxpiramit.com/,4.4,238
Metropol İstanbul Emlak,(0216) 747 30 34,"Bulgurlu Mah. Bağcılar Cad. Detay 1 Sitesi, Bulgurlu, 34696 Üsküdar/İstanbul, Türkiye",http://metropolistanbulemlak.sahibinden.com/,5,29
Bulgurlu Gayrimenkul Emlak Danışmanlığı,0532 301 93 28,"Bulgurlu Mahallesi Bulgurlu Caddesi, Bulgurlu, Şura Sk. No:17/A, 34696 Üsküdar/İstanbul, Türkiye",https://bulgurluemlak.sahibinden.com/,4.8,56
Üsküdar Özyılmaz Gayrimenkul,(0216) 532 30 71,"Zeynep Kamil, Balcılar Yokuşu Sokağı 10/B, 34668 Üsküdar/İstanbul, Türkiye",,4.2,49
Üsküdar Gayrimenkul,0507 963 19 03,"Atatürk mh, Sedef Cd. Ata - 3 Plaza Ata 3/1, 34758 Ataşehir/İstanbul, Türkiye",,5,4
özkan emlak üsküdar,0542 213 91 26,"Murat Reis, Gazi Cd. 25A, 34664 Üsküdar/İstanbul, Türkiye",,5,1
Özkan Emlak,(0216) 343 94 87,"Murat Reis, Gazi Caddesi, Çinili Çocuk Şb. Yanı 111/C, 34664 Üsküdar/İstanbul, Türkiye",http://www.ozkanemlak.com/,4,6
MAXİMUM GAYRİMENKUL,0532 053 15 75,"mimar sinan mh. atlas çıkmazı üsküdar kapalı çarşı no:13/1 dükkan 264, Mimar Sinan, 34672 Üsküdar/İstanbul, Türkiye",http://www.maximumgayrimenkul.com.tr/,4.7,18
Keller Williams Boğaziçi Gayrimenkul Bölge Müdürlüğü,(0216) 709 46 86,"Altunizade Mh. Fahrettin Kerim Gökay Cd, Altunizade, Bestekar Saadettin Kaynak Sk No:3 B D:2, 34662 Üsküdar/İstanbul, Türkiye",http://kwbogazici.kw.com/,4.6,52
Yankı Grup Gayrimenkul Hizmetleri,(0216) 532 73 73,"Valide-i Atik, Nuhkuyusu Cd No:91/B, 34664 Üsküdar/İstanbul, Türkiye",http://www.yankigayrimenkul.com/,4.5,76
Güney İnşaat & Gayrimenkul,(0216) 415 87 73,"Bulgurlu Mahallesi Bulgurlu Caddesi, Bulgurlu, İskender Sk. No:7/A, 34000 Üsküdar/İstanbul, Türkiye",http://www.guneyinsaat.com/,4.8,30
Ofis Üsküdar İnşaat Mimarlık ve Gayrimenkul Danışmanlığı,0542 717 01 79,"Bulgurlu, Günaydın Sk. No:2/3, 34696 Üsküdar/İstanbul, Türkiye",http://www.ofisuskudar.com/,5,9
MERKEZ EMLAK GAYRİMENKUL,(0216) 532 32 40,"Mimar Sinan, Selam-ı Ali Efendi Cd. NO: 27 -1, 34672 Üsküdar/İstanbul, Türkiye",http://merkezemlak.sahibinden.com/,2.9,15
AYREAL GAYRİMENKUL,(0216) 412 84 25,"Cumhuriyet, Sultan Fatih Sk. No:3, 34699 Üsküdar/İstanbul, Türkiye",,5,12
Ermaks Gayrimenkul Proje Ofisleri,(0216) 651 98 14,"Güllübahçe sok. B/Blok 4/2A, Altunizade, 34662 Üsküdar/İstanbul, Türkiye",http://www.ermaks.com.tr/,5,18
Bosforce Emlak Geliştirme ve Pazarlama,444 9 254,"Çengelköy, Ulvi Sk. No:34, 34680 Üsküdar/İstanbul, Türkiye",http://www.bosforce.com.tr/,4.8,23
Yeşilyurt İnşaat ve Gayrimenkul,(0216) 321 99 09,"Beylerbeyi, Yalıboyu Cd. No: 45, 34674 Üsküdar/İstanbul, Türkiye",http://www.yesilyurtgayrimenkul.com/,5,23
Arya EmLak MüşavirLik,0532 205 59 42,"VaLide i Atik MahaLLesi, Zeynep Kamil, Miroğlu Sk. HiLaL Apt No 99B, 34664 Üsküdar/İstanbul, Türkiye",,5,9
Pınar gayrimenkul üsküdar,(0216) 310 33 54,"Zeynep Kamil, Dr. Fahri Atabey Cd. No:88, 34668 Üsküdar/İstanbul, Türkiye",,3.2,9
ASLAN GAYRİMENKUL,0539 565 79 96,"no:, Bahçelievler, Sultan Murat Cd. 29-9, 34688 Üsküdar/İstanbul, Türkiye",,4,19
Gold Gayrimenkul,(0216) 530 34 30,"Mahallesi, Aziz Mahmut Hüdayi, Doğancılar Cd. No:95/A, 34672 Üsküdar/İstanbul, Türkiye",http://www.goldgayrimenkul.com/,4.3,19
M & S Emlak,(0216) 495 34 64,"16, Aziz Mahmut Hüdayi, Halk Cd., 34672 Üsküdar/İstanbul, Türkiye",http://msemlakofisi.sahibinden.com/,4.7,16
Üçel Emlak - Çengelköy,(0216) 318 12 42,"Çengelköy, Kerime Hatun Cami Sk. No:8, 34680 Üsküdar/İstanbul, Türkiye",,4.9,13
Renk Gayrimenkul,,"Acıbadem, Acıbadem Cd. No:161/17, 34660 Üsküdar/İstanbul, Türkiye",,4.9,14
ALOT GAYRİMENKUL,(0216) 759 55 77,"Kirazlıtepe, Mehmet Akif Ersoy Cd. No:122/ B, 34682 Üsküdar/İstanbul, Türkiye",http://www.alotgayrimenkul.com.tr/,4.5,17
Erdem Emlak,0532 520 33 66,"Bulgurlu, Gürpınar Cd. No:2, 34696 Üsküdar/İstanbul, Türkiye",,4.5,63
CB Gayrimenkul,0532 772 87 54,"Acıbadem, Cerrah Saliha Sok. no:20/B, 34718 Üsküdar/İstanbul, Türkiye",,5,13
üsküdar emlakçı,0532 646 61 61,"bulgurlu caddesi, Bulgurlu, Hacılar Sk. no:10/B, 34696 Üsküdar/İstanbul, Türkiye",,,
TURYAP ÜSKÜDAR LİBADİYE,(0216) 329 29 79,"Bulgurlu Mah.Gürpınar Cad.Çamlıca Özyen Sit.B blok. No:6/5, Bulgurlu, 34696 Üsküdar/İstanbul, Türkiye",http://www.turyap.com.tr/uskudarlibadiye,5,3
YENİYURT GAYRİMENKUL,(0216) 523 36 68,"Cumhuriyet, Pınar Sk. No:2, 34699 Üsküdar/İstanbul, Türkiye",,4.8,8
EREN EMLAK GAYRİMENKUL VE İNŞAAT,0530 789 54 42,"Cumhuriyet, Karlıdere Cd. No:71/B, 34699 Üsküdar/İstanbul, Türkiye",https://erenemlak55.sahibinden.com/,4.3,21
Sako Emlak,,"Bulgurlu, Bulgurlu Cd. No:120, 34696 Üsküdar/İstanbul, Türkiye",https://sakoemlak.sahibinden.com/,4.1,9
Ümit Keskin Gayrimenkul Danışmanlığı,0532 574 77 60,"Acıbadem, Çeçen Sok. no.5, 34660 Üsküdar/İstanbul, Türkiye",https://keskin.sahibinden.com/,4.6,25
Danış Gayrimenkul Emlak Danışmanlığı,0532 479 77 52,"Bulgurlu Mah. Bulgurlu Cad, Bulgurlu, Çakırlar Sk. No:13/A, 34696 Üsküdar/İstanbul, Türkiye",http://www.danisgayrimenkulistanbul.com/,4.9,14
Avantaj Gayrimenkul,(0216) 321 95 95,"Beylerbeyi, Yalıboyu Cd. Çavuşoğlu Apt. No:69 D:2, 34676 Üsküdar/İstanbul, Türkiye",,4,8
LALE HILLS REALTY/GAYRİMENKUL,0539 501 53 81,"Ferah, Ferah Cd. NO:66/D, 34692 Üsküdar/İstanbul, Türkiye",,4.7,12
REMAX ASHILL,(0216) 410 80 80,"Mehmet Akif Ersoy, 34682 Üsküdar/İstanbul, Türkiye",http://www.remaxashill.com.tr/,4.7,22
Good Invest Nergiz Gayrimenkul,0544 474 25 48,"Ahmediye, Necmeddin Okyay Sk. 2/1, 34674 Üsküdar/İstanbul, Türkiye",,4.7,15
Glaza Yapı İnsaat Gayrimenkul Yatırım Danışmanlık Hizmetleri,0532 711 04 53,"Sultantepe, Şeyh Camii Sk. No:25, 34674 Üsküdar/İstanbul, Türkiye",http://www.glaza.com.tr/,5,14
Olur Emlak,0554 191 05 03,"Zeynep Kamil, Dr. Fahri Atabey Cd. No:128, 34668 Üsküdar/İstanbul, Türkiye",https://oluremlak.sahibinden.com/,4.9,10
Özkan Emlak Şube 2,(0216) 492 99 28,"İcadiye, Cumhuriyet Cd. No:155, 34674 Üsküdar/İstanbul, Türkiye",http://www.ozkanemlak.com/,3.8,5
Emlak Masası Gayrimenkul,(0216) 326 00 48,"Barbaros Mahallesi Tophanelioğlu Caddesi, Barbaros, Petek Sitesi No:60, 34661 Üsküdar/İstanbul, Türkiye",https://www.hepsiemlak.com/emlak-ofisi/emlak-masasi-62823,4.6,9
Barış Emlak & Gayrimenkul,0507 136 73 73,"Valide-i Atik, Çinili Mescit Sk. No:23/A, 34664 Üsküdar/İstanbul, Türkiye",https://barisemlakuskudar.sahibinden.com/,4.4,7
As Emlak,(0216) 334 04 67,"Murat Reis, Selam-ı Ali Efendi Cd. No:136 /7, 34664 Üsküdar/İstanbul, Türkiye",http://www.asemlak.net/,4.1,27
İstanbul Emlak,(0216) 341 13 77,"Üsküdar Migrosun Üstü, Mimar Sinan, Selmani Pak Cd. 50. Yıl İş Merkezi No:10/1, 34672 Üsküdar/İstanbul, Türkiye",https://istanbulemlakuskudar.sahibinden.com/,2.7,14
İlke Emlak,0532 264 88 04,"İdealtepe erçalık apt Hafız İsa Sokak D:no 1/3, Çınar, 34841 Maltepe/İstanbul, Türkiye",http://www.ilkeemlak.org/,5,508
Maltepe Emlakçı | BEKA EMLAK İNŞAAT,0541 629 99 07,"MEMOĞLU apartmanı, Çınar, Mehmet Reis Sk. No:8 iç kapı 3, 34841 Maltepe/İstanbul, Türkiye",http://www.bekaemlakinsaatistanbul.com/,5,203
Maltepe Emlak,0538 283 94 95,"Yan Yer, Maltepe Asler Emlak, Girne, Girne Cd. No: B D:82, 34852 Maltepe/İstanbul, Türkiye",https://www.maltepeemlak.com/,5,41
Ahmet Boldan Emlak - Gayrimenkul ve Yatırım Danışmanlık Şirketi,,"Zümrütevler, Handegül Sokaği NO:105A, 34852 Maltepe/İstanbul, Türkiye",http://ahmetboldan.com/,5,400
Toprak Emlak Gayrimenkul Ofisi,0532 219 14 02,"Girne, Narlıdere Cd. 64 A, 34852 Maltepe/İstanbul, Türkiye",,4.9,67
Positive Emlak yatırım danışmanlığı,0530 544 66 33,"poyraz apartmanı, Zümrütevler, Firuzan Sk. no:10/1, 34842 Maltepe/İstanbul, Türkiye",,5,223
Artı Gayrimenkul,0532 653 59 40,"Altıntepe, Pala Sk. NO:3A, 34840 Maltepe/İstanbul, Türkiye",http://artimenkul.sahibinden.com/,4.8,288
Üçel Gayrimenkul,(0216) 518 11 33,"Altıntepe, Bağdat Cad. No:53, 34840 Maltepe/İstanbul, Türkiye",,4.5,156
En Gayrimenkul,(0216) 352 00 87,"Feyzullah, Bağdat Cad. No:276 Kat:1 D:5, 34843 Maltepe/İstanbul, Türkiye",,5,74
ADA GAYRİMENKUL,0530 644 19 18,"Çınar Mahallesi, Küçükyalı, Sosyal Sk. NO:8 D:1, 34841 Maltepe/İstanbul, Türkiye",https://www.hepsiemlak.com/emlak-ofisi/ada-gayrimenkul-6060,4.8,35
Maltepe Fındıklı Emlakçı (EV-VET İNŞAAT GAYRİMENKUL),0553 326 95 61,"Fındıklı, Evren Cd No:196 /B, 34854 Maltepe/İstanbul, Türkiye",https://www.evvet.com.tr/,5,33
Turyap Bağdat Caddesi Maltepe Temsilciliği,0541 366 90 80,"Çınar, 34841 Maltepe/İstanbul, Türkiye",https://www.turyap.com.tr/maltepebagdatcaddesi,4.9,61
EVO GAYRİMENKUL,0533 094 36 35,"ÇINAR MAHALLESİ, İdealtepe, Mehmet Reis Sk. NO:2/A, 34840 Maltepe/İstanbul, Türkiye",,4.8,48
Referans Gayrimenkul,(0216) 366 65 06,"Sipahi Apt, Altıntepe, Üstündağ Cd. No:34A, 34740 Maltepe/İstanbul, Türkiye",,4.9,62
EVTAŞ,(0216) 305 77 11,"Feyzullah, Serap Cd. Adatepe Sitesi 66/A, 34843 Maltepe/İstanbul, Türkiye",https://evtas.net/,4.5,85
HİLAL İSTANBUL GAYRİMENKUL A. Ş.,(0216) 801 18 65,"Bağlarbaşı, Atatürk Cd. No:84, 34844 Maltepe/İstanbul, Türkiye",http://www.hilalgayrimenkul.com/,4.8,17
Direct Emlak Aydınevler Şubesi,0530 933 56 10,"Küçükyalı Tokyay apt, Aydınevler, Oğuzhan Cd. No:28/a, 34854 Maltepe/İstanbul, Türkiye",https://www.directemlak.com/,4.3,138
PRESTİJ GAYRİMENKUL & DANIŞMANLIK,0530 849 06 18,"Bağlarbaşı, Kooperatif Cd. No:44 D:B, 34844 Maltepe/İstanbul, Türkiye",,4.9,19
Remax Lotus,(0216) 299 09 09,"Girne, Girne Cd. Omega Deniz Plaza No:117/1, 34852 Maltepe/İstanbul, Türkiye",https://www.remax.com.tr/lotus,4.8,71
Söğüt Emlak,(0216) 427 80 27,"Zümrütevler, Serhat Sokağı 1/C, 34852 Maltepe/İstanbul, Türkiye",,4.6,43
BEŞEVLER EMLAK,0554 442 65 24,"Bağlarbaşı, İnönü Cd. No: 14 D:E, 34844 Maltepe/İstanbul, Türkiye",,4.9,39
MODERN34 GAYRİMENKUL,0555 013 08 00,"Cevizli, Talatpaşa Cd NO:27, 34846 Maltepe/İstanbul, Türkiye",,4.9,35
YATIRIM GAYRİMENKUL,0530 490 10 31,"Altıntepe, Galipbey Caddesı No: 15, 34840 Maltepe/İstanbul, Türkiye",https://yatirimgayrimenkul3.sahibinden.com/,4.4,83
EVİM EMLAK GAYRİMENKUL,0539 925 98 23,"Zümrütevler, Zambak Sk. No:1, 34000 Maltepe/İstanbul, Türkiye",https://evimgayrimenkulveyatirim.sahibinden.com/,5,26
Kiziroğlu Emlak & Mortgage Danışmanlığı,(0216) 441 29 19,"Feyzullah, Serap Cd. 31/A, 34843 Maltepe/İstanbul, Türkiye",http://www.kizirogluemlak.com/,4.1,45
TURYAP Altıntepe Temsilciliği,(0216) 388 79 27,"EMİNALİ PAŞA CADDESİ N0:5B, ALTINTEPE, Altıntepe, 34840 MALTEPE/Maltepe/İstanbul, Türkiye",,4.4,109
BİRİKİM GAYRİMENKUL,0552 820 89 10,"Altıntepe, Emin Ali Paşa Cd. 9 B, 34840 Maltepe/İstanbul, Türkiye",,4.2,30
REMAX İkon,(0216) 383 94 94,"Cevizli Mah Tugayyolu Cad Ofisim İstanbul Plazaları B Blok K:11 D:62-63, Cevizli, 34846 Maltepe/İstanbul, Türkiye",http://www.remax.com.tr/ikon,4.9,274
Hometown Gayrimenkul,(0216) 504 69 79,"Zümrütevler, Mevlana Halid Cd. No:32/B, 34852 Maltepe/İstanbul, Türkiye",http://www.hometowngayrimenkul.net/,4.5,14
Buka Gayrimenkul,444 1 510,"Aydınevler, Gamze Sk. no:2b, 34854 Maltepe/İstanbul, Türkiye",https://www.bukagroup.com.tr/,4.8,34
NAR GAYRİMENKUL,(0216) 388 80 10,"No:16/C,Altıntepe,, Altıntepe, Değirmen Yolu Cd., 34840 Maltepe/İstanbul, Türkiye",http://www.gayrimenkulnar.com/,4.6,18
İmax Gayrimenkul Emlak Danışmanlığı,(0216) 399 96 98,"tugay yolu zuhal cad. no 32 dükkan 3, Cevizli, Ayten Sk., 34840 Maltepe/İstanbul, Türkiye",https://imaxgayrimenkulmaltepe.sahibinden.com/,4.7,29
Makro Gayrimenkul NİDA,(0216) 417 50 51,"Çınar mahallesi Yeşiltepesokak, Küçükyalı, Küçükyalı Nidapark kınalı etap karşısı 41A, 34841 Maltepe/İstanbul, Türkiye",,5,46
TRUVA EMLAK,(0216) 574 77 49,"Fındıklı Hancıoğlu Caddesi no 9 D:ükkan 1, Fındıklı, 34854 Maltepe/İstanbul, Türkiye",http://emlaktruva.sahibinden.com/,3.6,24
Maltepe Emlak İnsaat,0544 662 58 58,"Bağlarbaşı, Atatürk Cd. 58 G, 34844 Maltepe/İstanbul, Türkiye",,5,2
Ege Gayrimenkul,0533 259 46 46,"Bağdat cad Çamoluk Sok Güran Apt, Küçükyalı, D:15/D, 34840 Maltepe/İstanbul, Türkiye",,4.2,47
Özer Emlak,0531 724 19 01,"İdealtepe, Anneler Sk. No:7 D:2, 34841 Maltepe/İstanbul, Türkiye",http://ozeremlak34.sahibinden.com/,4.8,15
Çakmak Emlak,(0216) 388 53 07,"Küçükyalı, Tevfik Sağlam Cd. No:37, 34840 Maltepe/İstanbul, Türkiye",,5,11
Duru Gayrimenkul,(0216) 367 55 55,"5/A Sami Kefeli Apt Bağdat Cad. & Bahar Sok, Altıntepe, 34840 Maltepe/İstanbul, Türkiye",https://duru-gayrimenkul.sahibinden.com/,4.5,13
Zeyrekhan Gayrimenkul İnşaat Emlak Danışmanlık Ofisi,0533 698 65 60,"Başıbüyük, Yılmaz Sk. No:2/A, 34854 Maltepe/İstanbul, Türkiye",https://zeyrekhan.com/,5,1
GÜNCELİZ EMLAK ALTINTEPE,0533 142 38 15,"Günceliz Emlak, Altıntepe, Bağdat Cad. No:87/A, 34840 Maltepe/İstanbul, Türkiye",http://guncelizemlakaltintepe.sahibinden.com/,4.9,13
Akkuş Emlak Maltepe,(0216) 383 67 65,"Feyzullah, Çetin Sokağı No3/B, 34848 Maltepe/İstanbul, Türkiye",http://akkusgayrimenkul.sahibinden.com/emlak?sorting=storeShowcase,4.4,14
AklımdakiEv Gayrimenkul Hizmetleri,(0216) 606 74 13,"Cevizli, Zuhal Cd. Ritim İstanbul Sitesi No: 46 A Blok, Ticari Ofis: 61, 34846 Maltepe/İstanbul, Türkiye",http://www.aklimdakiev.com/,4.5,43
Armağan Emlak,0532 651 20 27,"Yalı, Bağdat Caddesi & Sakızağacı Sokak Ğuneysu İş Mrk. D:33/11, 34844 Maltepe/İstanbul, Türkiye",https://armagaan.sahibinden.com/emlak?sorting=address_desc,4.6,28
EKM GAYRİMENKUL DANIŞMANLIK,0541 667 34 67,"ÇINAR MAHALLESİ, İdealtepe, Kadir Has Cd. NO:8/B, 34841 Maltepe/İstanbul, Türkiye",https://ekmgayrimenkul.sahibinden.com/emlak,4.6,19
CİTY 34 SAHRA GAYRİMENKUL,(0216) 371 33 74,"Girne, Doğuşkent Cd. No:16, 34852 Maltepe/İstanbul, Türkiye",,4.7,25
Asya Emlak,(0216) 366 01 27,"Baştuğ Apt, Altıntepe, Tevfik Sağlam Cd. 17/A-B, 34840 Maltepe/İstanbul, Türkiye",,4.7,20
Exxen Gayrimenkul,0544 958 18 04,"Zümrütevler mah. Emek cad, Zümrütevler, sokak Fuaye Turkuaz Sitesi No:5 A16 Blok D:76 Giriş Kat, 34852 Maltepe/İstanbul, Türkiye",http://www.exxengayrimenkul.com/,4.8,44
ÜÇEL GAYRİMENKUL BOSTANCI - EMLAK / KİRALIK DAİRE / SATILIK DAİRE,0544 823 58 21,"Altıntepe, Bağdat Cad. Yalı Bostancı Sitesi No:15-33, 34840 Maltepe/İstanbul, Türkiye",https://ucelgmyapi.com.tr/,4.9,65
"Remax Lotus Ferit UYGUN Maltepe, Kartal Emlak Ofisi",0533 508 83 43,"Omega Deniz Plaza, Girne, Girne Cd. No:117/1, 34852 Maltepe/İstanbul, Türkiye",https://ferituygun.com/,5,39
Regal Gayrimenkul,0553 759 40 00,"Cevizli, Orhan Gazi Cd. Deniz Apt No:7/B, 34846 Maltepe/İstanbul, Türkiye",http://www.regalgayrimenkul.com/,5,9
Ata Gayrimenkul,(0216) 519 72 05,"Teyfik, Altıntepe, Tevfik Sağlam Cd. özkoru no 30/C, 34840 Maltepe/İstanbul, Türkiye",http://www.atagayrimenkul.com.tr/,4.9,9
Evsa Gayrimenkul,(0216) 370 23 70,"Feyzullah, Yunus Emre Cd. 11/B, 34843 Maltepe/İstanbul, Türkiye",,4.3,18
DUMAN EMLAK,0555 623 03 21,"Zümrütevler, Filiz Sk. No:25, 34852 Maltepe/İstanbul, Türkiye",http://dumanemlak.com/,4.5,26
Altın Emlak Maltepe Dragos Temsilciliği,0552 377 98 69,"Cevizli Mah. Bağdat cad, Cevizli, Dragos Parkı Premium Plaza No:18 D:526 Kat.2 D, 34854 Maltepe/İstanbul, Türkiye",https://www.altinemlak.com.tr/maltepedragos,5,2
MİMARLAR EMLAK,0541 578 87 18,"Altayçeşme, Begonya Sk. Begonya Ap No:45/B, 34843 Maltepe/İstanbul, Türkiye",http://www.mimarlaremlak.net/,4.4,46
KAYAOĞLU EMLAK,0531 921 25 04,"Zümrütevler, Tülin Cd. No:99, 34840 Maltepe/İstanbul, Türkiye",http://www.kayaogluemlak.com/,5,18
"Remax WE Nish Adalar Office, Maltepe",(0216) 999 45 35,"Dış Kapı, Zümrütevler, Hacı Bayram Veli Cd No:2/A No:1/13, 34852 Maltepe/İstanbul, Türkiye",https://www.remax.com.tr/ofis/detay/we,4.8,21
MESAİ GAYRİMENKUL MALTEPE CEVİZLİ,(0216) 399 59 99,"Cevizli Mahallesi Tugay Yolu, Cevizli, Zuhal Cd. 3 A, 34846 Maltepe/İstanbul, Türkiye",,5,2
Tur Gayrimenkul,0532 178 83 78,"Cevizli, Anafartalar Cd. No:3A, 34865 Kartal/İstanbul, Türkiye",,4.9,201
ELVAN EMLAK,0532 412 84 04,"Uğur Mumcu, Şeyh Şamil Cd. No:33/B, 34882 Kartal/İstanbul, Türkiye",https://elvan--emlak.sahibinden.com/,5,192
Kartal Gayrimenkul & Danışmanlık,(0216) 517 15 95,"Yukarı, Fazilet Cd. No:19, 34860 Kartal/İstanbul, Türkiye",http://kartalgayrimenkulistanbul.com/,5,47
Aklife Gayrimenkul Ltd. Şti.,(0216) 377 03 32,"Soğanlık Yeni, Atatürk Cd. No:53, 34880, 34880 Kartal/İstanbul, Türkiye",https://aklifekartal.sahibinden.com/,4.9,129
YAŞAR BİLMİŞ EMLAK DANIŞMANLIĞI İSTANBUL KARTAL KARTALDA EMLAKCI SATILIK KİRALIK DAİRE DÜKKAN,0541 681 64 14,"Çavuşoğlu Mahallesi Namıkkemal cad, Çavuşoğlu, Şht. İbrahim Koray Sk. No/1C, 34873 Kartal/İstanbul, Türkiye",,4.8,33
Sözbir Emlak,(0216) 475 73 27,"Uğur Mumcu Mahallesi, Şeyh Şamil Caddesi D:C Blok, Uğur Mumcu, 34860 Kartal/İstanbul, Türkiye",,5,20
Amiral Gayrimenkul,0549 485 70 60,"Cevizli, Mustafa Kemal Cd. No:22, 34865 Kartal/İstanbul, Türkiye",https://www.amiralgayrimenkultr.com/,4.9,54
Temiz Emlak - Cuma Temiz,(0216) 389 12 73,"Petrol İş Mahallesi, Petroliş, Raman Sk No:16/b, 34805 Kartal/İstanbul, Türkiye",https://temiz-emlak.sahibinden.com/,4.7,30
Nehir Gayrimenkul,0534 975 08 62,"Yakacık Çarşı, Kartal Cd. No:20/E, 34876 Kartal/İstanbul, Türkiye",https://nehirgayrimenkulyakacik.sahibinden.com/,4.9,59
Özyuva Emlak,0532 415 27 30,"Petroliş, Kızılay Blv. 13\B, 34862 Kartal/İstanbul, Türkiye",http://www.ozyuvaemlak.com/,4.7,20
Vip Star Gayrimenkul,(0216) 390 13 10,"SOĞANLIK YENİ MAHALLESİ, PEGAGAZ SK. PEGAKARTAL B BLOK NO: 6 B İÇ KAPI NO: 18, Soğanlık Yeni, 34880 Kartal/İstanbul, Türkiye",http://vipstargayrimenkul.sahibinden.com/,4.7,12
Çınar Emlak,(0216) 309 87 31,"Yakacık Yeni, Samandıra Cad. No:36, 34882 Kartal/İstanbul, Türkiye",https://cinaremlak.sahibinden.com/,4.6,29
Pınar Emlak,0532 482 69 20,"Orhantepe Bankalar Caddesi, Orhantepe, Yıldırım Sk. No:13, 34865 Kartal/İstanbul, Türkiye",https://pinaremlak.sahibinden.com/,4.7,43
Baki Gayrimenkul,0533 927 02 80,"Kordonboyu, Kumlar Cd. No:31 D:B, 34862 Kartal/İstanbul, Türkiye",,4,109
ÖZEL EMLAK,(0216) 488 73 00,"Çavuşoğlu, Namık Kemal Cd., 34873 Kartal/İstanbul, Türkiye",,4.8,50
DRAGOS SAHİL EMLAK YATIRIM GAYRİMENKUL,(0216) 305 99 55,"Orhantepe, Şht. Astsubay Serkan Aktepe Cd. Akay Apt 24/A, 34865 Kartal/İstanbul, Türkiye",,4,29
Nesrin Emlak,(0216) 475 53 33,"Uğur Mumcu, Akşemsettin Cd. Mavi Belde Sitesi, 34882 Kartal/İstanbul, Türkiye",http://www.nesrinemlak.com.tr/,4.5,79
Reyting Gayrimenkul Danışmanlığı,0532 233 10 18,"Asia Residence, Esentepe, Milangaz Cd. no:73 A blok Daire 19, 34870 Kartal/İstanbul, Türkiye",http://www.reyting.com.tr/,5,4
AKBAYIRLAR GAYRİMENKUL,(0216) 309 09 78,"Cumhuriyet, Şenbağlar Sk., 34876 Kartal/İstanbul, Türkiye",,4.3,22
EST GAYRİMENKUL YATIRIM,0552 620 00 58,"Soğanlık Yeni, Tevfik Fikret Sk. NO: 3d, 34880 Kartal/İstanbul, Türkiye",http://www.estgayrimenkul.com.tr/,4.5,13
TURYAP Mentor,(0216) 488 20 30,"Atalar, Çanakkale Cd. No:14, 34862 Kartal/İstanbul, Türkiye",,4.6,111
Durum Gayrimenkul,(0216) 652 20 02,"Yukarı, Üsk0dar cad Bayramlar iş hanı No:9 kat 3 no:58, 34865 Kartal/İstanbul, Türkiye",http://www.durumgayrimenkul.com/,4.9,15
Mertcan Emlak,(0216) 377 74 64,"Yakacık Çarşı, Enis Akaygen Sk. No:22 D:12, 34876 Kartal/İstanbul, Türkiye",https://mertcanemlakk.sahibinden.com/emlak-konut?sorting=storeShowcase&userId=aEjA3wiK4NjVzhDXXTaTs8A,3.9,34
Garanti Gayrimenkul,0531 799 35 42,"Petroliş Mahallesi Kızılay Cadesi, Petroliş, Beyaz Villa Sk. No:1/3, 34862 Kartal/İstanbul, Türkiye",,4.9,40
Deniz Emlak & İnşaat,0506 709 21 23,"Orta mahalle, Soğanlık Yeni, Atatürk Cd. no 186/D, 34880 Kartal/İstanbul, Türkiye",https://denizemlak1.sahibinden.com/,4.1,11
Home Gayrimenkul,0555 984 25 25,"Petroliş, Kızılay Blv. No:33/B, 34862 Kartal/İstanbul, Türkiye",https://gayrimenkulhome.com/,5,35
İlkay Sorucu/ Wen Kartal Gayrimenkul,,"Bumerang Kartal, Soğanlık Yeni, Aliağa Sk. No:8 Kat.26 Ofis.134, 34862 Kartal/İstanbul, Türkiye",https://www.wengayrimenkul.com/danisman/ilkay-sorucu/29305/,5,36
SİOS GAYRİMENKUL,(0216) 517 07 69,"Atalar, Beyazköşk Cd 9/A, 34862 Kartal/İstanbul, Türkiye",http://siosgayrimenkul.sahibinden.com/,5,7
Pinar Emlak kartal Kurfali,(0216) 377 77 04,"Hürriyet, Abdi İpekçi Cd. No:52, 34876 Kartal/İstanbul, Türkiye",,5,18
Ewin Gayrimenkul,0532 314 26 22,"Gümüşpınar, Yalı Sk. No:5, 34880 Kartal/İstanbul, Türkiye",,5,39
Selçuk Altınöz Gayrimenkul Danışmanlığı,0541 918 18 18,"Karlıktepe, Soğanlık Cd. No:6/C, 34870 Kartal/İstanbul, Türkiye",http://www.selcukaltinoz.com/,5,50
Blue Loca 34 Gayrimenkul,0505 209 87 17,"Referans Kartal Loca 13v, Atalar, Çanakkale Cd. A/180, 34862 Kartal/İstanbul, Türkiye",http://blueloca34gayrimenkul.sahibinden.com/,5,11
Atalar Sahil Emlak,(0216) 517 75 35,"Kordonboyu, Işıldar Sk. No:4, 34860 Kartal/İstanbul, Türkiye",,4.1,13
